Status;Distance Macro;Distance Micro;Magnitude Macro;Magnitude Micro;
1;84;0;254;0;
1;85;0;448;0;
1;84;0;250;0;
1;83;0;220;0;
1;83;0;557;0;
1;83;0;439;0;
1;84;0;575;0;
1;84;0;226;0;
1;85;0;422;0;
1;85;0;416;0;
1;85;0;286;0;
1;86;0;842;0;
1;86;0;632;0;
1;86;0;265;0;
1;86;0;918;0;
1;85;0;735;0;
1;84;0;524;0;
1;82;0;466;0;
1;81;0;434;0;
1;82;0;918;0;
1;82;0;425;0;
1;82;0;331;0;
1;83;0;453;0;
1;82;0;353;0;
1;82;0;207;0;
1;80;0;408;0;
1;82;0;297;0;
1;82;0;297;0;
1;81;0;595;0;
1;80;0;424;0;
1;78;0;219;0;
1;78;0;953;0;
1;77;0;601;0;
1;76;0;578;0;
1;76;0;313;0;
1;76;0;383;0;
1;76;0;383;0;
1;76;0;493;0;
1;76;0;504;0;
1;77;0;500;0;
1;79;0;372;0;
1;81;0;448;0;
1;83;0;377;0;
1;84;0;261;0;
1;84;0;471;0;
1;83;0;439;0;
1;83;0;420;0;
1;82;0;247;0;
1;82;0;328;0;
1;82;0;613;0;
1;80;0;489;0;
1;80;0;437;0;
1;79;0;424;0;
1;80;0;363;0;
1;83;0;708;0;
1;83;0;381;0;
1;83;0;520;0;
1;83;0;218;0;
1;84;0;420;0;
1;84;0;405;0;
1;85;0;632;0;
1;84;0;640;0;
1;85;0;192;0;
1;84;0;335;0;
1;84;0;471;0;
1;83;0;358;0;
1;83;0;477;0;
1;83;0;292;0;
1;84;0;530;0;
1;83;0;370;0;
1;83;0;413;0;
1;82;0;527;0;
1;83;0;690;0;
1;83;0;690;0;
1;83;0;563;0;
1;84;0;282;0;
1;83;0;581;0;
1;83;0;518;0;
1;82;0;344;0;
1;82;0;358;0;
1;83;0;231;0;
1;83;0;367;0;
1;82;0;415;0;
1;82;0;329;0;
1;83;0;348;0;
1;83;0;739;0;
1;83;0;787;0;
1;83;0;686;0;
1;83;0;268;0;
1;83;0;452;0;
1;83;0;808;0;
1;81;0;256;0;
1;81;0;350;0;
1;81;0;416;0;
1;81;0;306;0;
1;82;0;292;0;
1;83;0;1034;0;
1;84;0;976;0;
1;83;0;403;0;
1;86;0;349;0;
1;86;0;469;0;
1;87;0;338;0;
1;87;0;591;0;
